Id,Title,Episodes,Year,Original channel,American company,Note,Technique,IMDb,Google users,wiki_title,wiki_short_description,wiki_summary,wiki_url,wiki_status
574,The Fungies!,80.0,2020-2021,MaxCartoon Network,Cartoon Network Studios,,Traditional,6.7,68%,The Fungies!,Animated fantasy comedy TV series,The Fungies! is an American animated comedy television series created by Stephen P. Neary and produced by Cartoon Network Studios for HBO Max.,https://en.wikipedia.org/wiki/The_Fungies!,success
575,Funky Cops,39.0,2002-2004,4Kids TV,MoonScoop Group,French co-production,Traditional,6.8,96%,Funky Cops,2002 French TV series or program,Funky Cops is an animated series about two cops in San Francisco during the 1970s.,https://en.wikipedia.org/wiki/Funky_Cops,success
576,The Funky Phantom,17.0,1971-1972,ABC,Hanna-Barbera,Australian co-production,Traditional,6.4,83%,The Funky Phantom,Australian animated television series,"The Funky Phantom is an American-Australian Saturday morning animated television series, produced by Hanna-Barbera Productions, in association with Australian production company Air Programs International for the American Broadcasting Company (ABC). The show was a clone of Hanna-Barbera's popular Scooby-Doo, Where Are You!, with a trio of teenage detectives driving around the country and solving crimes. In this case, the ""Scooby-Doo"" role was taken by a Revolutionary War-era ghost, voiced by Daws Butler in a manner almost identical to that of Snagglepuss.",https://en.wikipedia.org/wiki/The_Funky_Phantom,success
577,The Funny Company,155.0,1963,Syndication,Ken Snyder Productions,,Traditional,7.9,93%,The Funny Company,1963 American TV series or program,The Funny Company is an American animated cartoon produced in 1963 and seen in syndication. Ken Snyder and Charles Koren produced 260 six-minute-long episodes. The Mattel Corporation provided financial backing. Snyder conceived the program in response to then-Federal Communications Commission (FCC) chairman Newton N. Minow's call for more educational children's programs.,https://en.wikipedia.org/wiki/The_Funny_Company,success
578,The Further Adventures of SuperTed,13.0,1989,Syndication,Hanna-Barbera,British co-production,Traditional,7.1,68%,The Further Adventures of SuperTed,American-British 1989 television series,"The Further Adventures of SuperTed is an animated television series produced by Hanna-Barbera and Siriol Animation in association with S4C, and continues the adventures of SuperTed. Only 13 episodes were produced and originally broadcast on The Funtastic World of Hanna-Barbera in the United States starting on 31 January 1989.",https://en.wikipedia.org/wiki/The_Further_Adventures_of_SuperTed,success
579,Futurama,150.0,1999-present,"Fox Comedy Central Hulu",The Curiosity Company,,Traditional,8.5,93%,Futurama,American animated sci-fi sitcom,"Futurama is an American animated science fiction sitcom created by Matt Groening for the Fox Broadcasting Company and later revived by Comedy Central, and then Hulu. The series follows Philip J. Fry, a young man who is cryogenically preserved for 1,000 years and revived on December 31, 2999. Fry finds work at the interplanetary delivery company Planet Express, working alongside the one-eyed mutant Leela and the robot Bender. The series was envisioned by Groening in the mid-1990s while working on The Simpsons; he brought David X. Cohen aboard to develop storylines and characters to pitch the show to Fox.",https://en.wikipedia.org/wiki/Futurama,success
580,The Future is Wild,26.0,2007-2008,Discovery Kids,Nelvana,Canadian-Singaporean co-production,CGI,7.6,92%,The Future Is Wild,2002 television miniseries,"The Future Is Wild is a 2002 speculative evolution docufiction miniseries and an accompanying multimedia entertainment franchise. The Future Is Wild explores the ecosystems and wildlife of three future time periods: 5 million, 100 million, and 200 million years in the future, in the format of a nature documentary. Though the settings and animals are fictional, the series has an educational purpose, serving as an informative and entertaining way to explore concepts such as evolution and climate change.",https://en.wikipedia.org/wiki/The_Future_Is_Wild,success
581,Future-Worm!,21.0,2016-2018,Disney XD,Disney Television Animation,,Flash,5.3,46%,Future-Worm!,Animated series,"Future-Worm! is an American comic science fiction animated television series created by Ryan Quincy, who previously created IFC's Out There, for Disney XD. The show features the adventures of Danny and Future-Worm, who time travel by using a lunch box-shaped time machine.",https://en.wikipedia.org/wiki/Future-Worm!,success
582,G-Force: Guardians of Space,85.0,1983-1986,TBS,King Features Syndicate,Japanese co-production,Traditional,7.4,93%,G-Force: Guardians of Space,American TV series or program,"G-Force: Guardians of Space (1986) is the second American animated television adaptation of the Japanese anime series Science Ninja Team Gatchaman (1972), following Sandy Frank Entertainment's initial 1978 effort Battle of the Planets and preceding ADV Films' 2005 attempt, known merely as Gatchaman. With G-Force, Sandy Frank Entertainment collaborated with Turner Broadcasting to create a newer, more faithful translation of Science Ninja Team Gatchaman for a new audience, and such a translation was made possible with the relaxed television standards of the 1980s, a luxury that the more Star Wars-themed Battle of the Planets did not enjoy.",https://en.wikipedia.org/wiki/G-Force%3A_Guardians_of_Space,success
585,G.I. Joe Extreme,26.0,1995-1996,Syndication,Sunbow Entertainment,,Traditional,5.2,79%,G.I. Joe Extreme,Television series,"G.I. Joe Extreme is a line of military-themed toys that was sold in retail from 1995 to 1997. The toys were produced by Kenner following their acquisition by former competitor Hasbro and was intended to succeed the G.I. Joe: A Real American Hero line, which was discontinued the previous year. It was supported by a syndicated animated series that ran for two seasons and a series of comics.",https://en.wikipedia.org/wiki/G.I._Joe_Extreme,success
586,G.I. Joe: Renegades,26.0,2010-2011,The Hub,Hasbro Studios,,Traditional,7.1,77%,G.I. Joe: Renegades,American animated television series,"G.I. Joe: Renegades is an American animated television series based on the G.I. Joe toy franchise. The series aired on The Hub from November 26, 2010, to July 23, 2011.",https://en.wikipedia.org/wiki/G.I._Joe%3A_Renegades,success
587,G.I. Joe: Resolute,11.0,2009,Adult Swim,"Titmouse, Inc.",,Traditional,7.5,94%,G.I. Joe: Resolute,American animated television series,"G.I. Joe: Resolute is an American anime-influenced adult animated web series based on the G.I. Joe franchise. It was written by Warren Ellis, directed by Joaquim Dos Santos, and produced by Sam Register, creator of Cartoon Network's Hi Hi Puffy AmiYumi and The Looney Tunes Show. It debuted on the web at Adult Swim Video on April 17, 2009, as a series of ten 5-minute episodes and a final 10-minute episode, with a content rating of TV-14-V, and later premiered as a movie on Adult Swim on April 25, 2009. The show has a darker and more realistic tone compared to other installments in the franchise, and also uses elements from both the cartoons and the comics. It is described by Warren Ellis as a ""fusion"".",https://en.wikipedia.org/wiki/G.I._Joe%3A_Resolute,success
588,G.I. Joe: Sigma 6,26.0,2005-2006,4Kids TV,Hasbro,Japanese co-production,Traditional,4.7,92%,G.I. Joe: Sigma 6,Line of toy action figures; animated series,"G.I. Joe: Sigma 6 is a line of military-themed action figures and toys produced by Hasbro, re-imagining the characters of the 1980s toyline, G.I. Joe: A Real American Hero.",https://en.wikipedia.org/wiki/G.I._Joe%3A_Sigma_6,success
589,Gabby's Dollhouse,57.0,2021-present,Netflix,DreamWorks Animation Television,,CGI,7.3,73%,Gabby's Dollhouse,American live-action/animated children's television series,"Gabby's Dollhouse is an American interactive television series created by Blue's Clues veterans Traci Paige Johnson and Jennifer Twomey for Netflix and produced by DreamWorks Animation Television. The series first premiered on Netflix on January 5, 2021. Combining live-action and animation, Gabby and her cat friends go on adventures inside the dollhouse.",https://en.wikipedia.org/wiki/Gabby's_Dollhouse,success
590,Gadget & the Gadgetinis,52.0,2002-2003,Fox Kids,DIC Entertainment,French co-production,Traditional,5.1,91%,Gadget & the Gadgetinis,2002 animated television series,"Gadget & the Gadgetinis is an animated television series and the sequel of the 1983 series Inspector Gadget. The series was a co-production between Fox Kids Europe, DIC Entertainment Corporation, French animation studio SIP Animation, French broadcaster M6 Métropole Télévision, the British Channel 5 and the Italian Mediatrade S.p.A.",https://en.wikipedia.org/wiki/Gadget_%26_the_Gadgetinis,success
592,Galaxy High School,13.0,1986,CBS,TMS Entertainment,Japanese co-production,Traditional,7.4,92%,Galaxy High School,1986 American-Japanese animated television series,"Galaxy High School (ギャラクシー・ハイスクール) is a science fiction animated series that premiered on September 13, 1986, on CBS and ran for 13 episodes until December 6, 1986. The series was created by Chris Columbus and featured music and a theme song composed by Don Felder.",https://en.wikipedia.org/wiki/Galaxy_High_School,success
594,Game Over,5.0,2001,UPN,Carsey-Werner Productions,,CGI,4.5,68%,Game over,Message which signals that the game has ended,"""Game over"" is a message in video games which informs the player that their play session has ended, usually because the player has reached a loss condition. It also sometimes appears at the successful completion of a session, especially in games designed for arcades, after the player has exhausted the game's supply of new challenges. The phrase has since been turned into quasi-slang, usually describing an event that will cause significant harm, injury, bad luck, or even death to a person. However, since the turn of the century, it has largely fallen out of fashion in favor of unlimited lives and endless checkpoints with autosaves, although it very much remains the norm in arcades, as they require payment inserts.",https://en.wikipedia.org/wiki/Game_over,success
596,Garfield and Friends,121.0,1988-1994,CBS,Film Roman,,Traditional,7.2,93%,Garfield and Friends,American animated television series,"Garfield and Friends is an American animated television series based on the comic strip Garfield by Jim Davis. The show aired on CBS as part of its Saturday morning children's lineup from September 17, 1988 to December 10, 1994.",https://en.wikipedia.org/wiki/Garfield_and_Friends,success
598,Gary and His Demons,26.0,2018-present,VRVAmazon Prime Video,Mondo Media,Canadian co-production,Flash,8.0,79%,Gary and His Demons,2018 American TV series or program,"Gary and His Demons is an adult animated sitcom created by Mark Little and co-created by Mark Satterthwaite for Mondo Media's channel on VRV. The series follows a cantankerous, aging demon slayer who has nothing left to lose. Burdened by his Chosen One status and backed by a team of specialists he can't relate to, Gary struggles to keep interest in the Earth-saving duty he never asked for and doesn't want. Gary cannot retire until his organization finds a suitable replacement for him, and they have failed to find such a replacement, despite Gary having twice had mandatory retirement parties.",https://en.wikipedia.org/wiki/Gary_and_His_Demons,success
